packet_index,timestamp,label
0,1781099976.165674,syn_flood
1,1781099976.168646,normal
2,1781099976.171871,syn_flood
3,1781099976.175343,normal
4,1781099976.178827,normal
5,1781099976.183129,normal
6,1781099976.187225,normal
7,1781099976.189875,normal
8,1781099976.191570,normal
9,1781099976.194742,normal
10,1781099976.199711,normal
11,1781099976.204184,normal
12,1781099976.208649,normal
13,1781099976.211370,normal
14,1781099976.214455,syn_flood
15,1781099976.217029,normal
16,1781099976.219683,normal
17,1781099976.222709,normal
18,1781099976.225914,syn_flood
19,1781099976.228641,normal
20,1781099976.232132,normal
21,1781099976.235635,normal
22,1781099976.240770,normal
23,1781099976.243138,normal
24,1781099976.246332,normal
25,1781099976.250052,normal
26,1781099976.253329,normal
27,1781099976.256477,normal
28,1781099976.259540,normal
29,1781099976.262908,normal
30,1781099976.265291,normal
31,1781099976.268348,normal
32,1781099976.270899,normal
33,1781099976.274132,normal
34,1781099976.277319,normal
35,1781099976.281422,normal
36,1781099976.284828,normal
37,1781099976.288346,normal
38,1781099976.291127,normal
39,1781099976.294567,syn_flood
40,1781099976.297935,normal
41,1781099976.301525,normal
42,1781099976.305156,normal
43,1781099976.307932,normal
44,1781099976.310677,normal
45,1781099976.315652,normal
46,1781099976.318857,normal
47,1781099976.321873,normal
48,1781099976.325477,normal
49,1781099976.327139,normal
50,1781099976.331186,normal
51,1781099976.335279,normal
52,1781099976.337645,normal
53,1781099976.340192,syn_flood
54,1781099976.344824,normal
55,1781099976.348669,normal
56,1781099976.351358,normal
57,1781099976.353417,normal
58,1781099976.355521,normal
59,1781099976.358027,syn_flood
60,1781099976.361702,normal
61,1781099976.363938,normal
62,1781099976.367069,normal
63,1781099976.370248,normal
64,1781099976.372989,normal
65,1781099976.376990,normal
66,1781099976.380287,normal
67,1781099976.383994,normal
68,1781099976.387540,normal
69,1781099976.390558,normal
70,1781099976.392957,normal
71,1781099976.395554,normal
72,1781099976.397690,normal
73,1781099976.400219,normal
74,1781099976.402923,normal
75,1781099976.406438,normal
76,1781099976.409279,normal
77,1781099976.412067,normal
78,1781099976.413925,normal
79,1781099976.417583,normal
80,1781099976.421081,syn_flood
81,1781099976.424452,normal
82,1781099976.426847,normal
83,1781099976.429530,normal
84,1781099976.432726,normal
85,1781099976.434914,normal
86,1781099976.437768,syn_flood
87,1781099976.440738,normal
88,1781099976.443292,normal
89,1781099976.445827,normal
90,1781099976.449049,normal
91,1781099976.452121,normal
92,1781099976.455455,normal
93,1781099976.458889,syn_flood
94,1781099976.461481,normal
95,1781099976.463979,normal
96,1781099976.467219,normal
97,1781099976.470052,syn_flood
98,1781099976.472795,normal
99,1781099976.475858,normal
100,1781099976.479502,normal
101,1781099976.483748,normal
102,1781099976.487011,normal
103,1781099976.491040,normal
104,1781099976.493637,normal
105,1781099976.496627,normal
106,1781099976.499482,normal
107,1781099976.502708,normal
108,1781099976.506460,normal
109,1781099976.509834,normal
110,1781099976.512464,normal
111,1781099976.515597,syn_flood
112,1781099976.517898,normal
113,1781099976.520088,normal
114,1781099976.523141,normal
115,1781099976.525539,normal
116,1781099976.527754,normal
117,1781099976.530458,syn_flood
118,1781099976.532793,normal
119,1781099976.535276,normal
120,1781099976.537662,normal
121,1781099976.540452,normal
122,1781099976.543639,normal
123,1781099976.547253,normal
124,1781099976.550967,normal
125,1781099976.552778,normal
126,1781099976.555109,normal
127,1781099976.558819,syn_flood
128,1781099976.561666,normal
129,1781099976.564266,normal
