packet_index,timestamp,label
0,1781099970.075694,normal
1,1781099970.078058,normal
2,1781099970.080913,normal
3,1781099970.083235,normal
4,1781099970.085856,normal
5,1781099970.088849,normal
6,1781099970.090864,normal
7,1781099970.092631,normal
8,1781099970.094669,normal
9,1781099970.097191,normal
10,1781099970.100198,normal
11,1781099970.102388,normal
12,1781099970.103983,normal
13,1781099970.105874,normal
14,1781099970.108376,normal
15,1781099970.110190,normal
16,1781099970.113161,normal
17,1781099970.115570,normal
18,1781099970.118450,normal
19,1781099970.120739,normal
20,1781099970.123666,normal
21,1781099970.125673,normal
22,1781099970.127396,normal
23,1781099970.130363,normal
24,1781099970.132163,normal
25,1781099970.133843,normal
26,1781099970.137278,normal
27,1781099970.140106,normal
28,1781099970.143603,normal
29,1781099970.146134,normal
30,1781099970.148560,normal
31,1781099970.151248,normal
32,1781099970.153358,normal
33,1781099970.155325,normal
34,1781099970.158547,normal
35,1781099970.161491,normal
36,1781099970.163593,normal
37,1781099970.167081,normal
38,1781099970.169900,normal
39,1781099970.171798,normal
40,1781099970.173938,normal
41,1781099970.175642,normal
42,1781099970.178442,normal
43,1781099970.180819,normal
44,1781099970.182951,normal
45,1781099970.185700,normal
46,1781099970.187911,normal
47,1781099970.189937,normal
48,1781099970.192121,normal
49,1781099970.194740,normal
50,1781099970.197382,normal
51,1781099970.199692,normal
52,1781099970.201690,normal
53,1781099970.204353,normal
54,1781099970.206515,normal
55,1781099970.208957,normal
56,1781099970.210559,normal
57,1781099970.213475,normal
58,1781099970.216526,normal
59,1781099970.218736,normal
60,1781099970.220964,normal
61,1781099970.224246,normal
62,1781099970.227265,normal
63,1781099970.229841,normal
64,1781099970.231550,normal
65,1781099970.233456,normal
66,1781099970.235313,normal
67,1781099970.236840,normal
68,1781099970.238561,normal
69,1781099970.241182,normal
70,1781099970.243836,normal
71,1781099970.245949,normal
72,1781099970.248688,normal
73,1781099970.251118,normal
74,1781099970.253940,normal
75,1781099970.256421,normal
76,1781099970.258815,normal
77,1781099970.260470,normal
78,1781099970.262436,normal
79,1781099970.264337,normal
80,1781099970.266928,normal
81,1781099970.269346,normal
82,1781099970.271338,normal
83,1781099970.273387,normal
84,1781099970.276362,normal
85,1781099970.278856,normal
86,1781099970.281442,normal
87,1781099970.283415,normal
88,1781099970.285579,normal
89,1781099970.288270,normal
90,1781099970.290617,normal
91,1781099970.294288,normal
92,1781099970.297247,normal
93,1781099970.299945,normal
94,1781099970.302208,normal
95,1781099970.305120,normal
96,1781099970.307270,normal
97,1781099970.308952,normal
98,1781099970.311126,normal
99,1781099970.313029,normal
100,1781099970.316227,normal
101,1781099970.318139,normal
102,1781099970.321117,normal
103,1781099970.322905,normal
104,1781099970.325186,normal
105,1781099970.327701,normal
106,1781099970.330688,normal
107,1781099970.333120,normal
108,1781099970.334878,normal
109,1781099970.336991,normal
110,1781099970.340069,normal
111,1781099970.342258,normal
112,1781099970.345541,normal
113,1781099970.347398,normal
114,1781099970.349536,normal
115,1781099970.351984,normal
116,1781099970.353811,normal
117,1781099970.356170,normal
118,1781099970.358430,normal
119,1781099970.360885,normal
120,1781099970.364440,normal
121,1781099970.366567,normal
122,1781099970.368643,normal
123,1781099970.370782,normal
124,1781099970.372863,normal
125,1781099970.374699,normal
126,1781099970.377460,normal
127,1781099970.379610,normal
128,1781099970.382351,normal
129,1781099970.384298,normal
130,1781099970.386379,normal
131,1781099970.388787,normal
132,1781099970.390909,normal
133,1781099970.392975,normal
134,1781099970.395322,normal
135,1781099970.398248,normal
136,1781099970.399815,normal
137,1781099970.402202,normal
138,1781099970.404058,normal
139,1781099970.406516,normal
140,1781099970.409711,normal
141,1781099970.412320,normal
142,1781099970.415077,normal
143,1781099970.417068,normal
144,1781099970.419508,normal
145,1781099970.422141,normal
146,1781099970.425421,normal
147,1781099970.428436,normal
148,1781099970.431603,normal
149,1781099970.434231,normal
150,1781099970.436545,normal
151,1781099970.438981,normal
152,1781099970.441477,normal
153,1781099970.443224,normal
154,1781099970.445029,normal
155,1781099970.448423,normal
156,1781099970.450811,normal
157,1781099970.453655,normal
158,1781099970.456372,normal
159,1781099970.458584,normal
160,1781099970.461293,normal
161,1781099970.463452,normal
162,1781099970.465912,normal
163,1781099970.467859,normal
164,1781099970.469802,normal
165,1781099970.472646,normal
166,1781099970.474875,normal
167,1781099970.477810,normal
168,1781099970.481056,normal
169,1781099970.482386,normal
170,1781099970.485347,normal
171,1781099970.488034,normal
172,1781099970.491083,normal
173,1781099970.493404,normal
174,1781099970.495609,normal
175,1781099970.497165,normal
176,1781099970.499218,normal
177,1781099970.500821,normal
178,1781099970.503035,normal
179,1781099970.504886,normal
180,1781099970.506552,normal
181,1781099970.508950,normal
182,1781099970.512129,normal
183,1781099970.515209,normal
184,1781099970.517528,normal
185,1781099970.519884,normal
186,1781099970.523283,normal
187,1781099970.524913,normal
188,1781099970.527204,normal
189,1781099970.529564,normal
190,1781099970.531329,normal
191,1781099970.533218,normal
192,1781099970.535369,normal
193,1781099970.537916,normal
194,1781099970.539691,normal
195,1781099970.541506,normal
196,1781099970.543719,normal
197,1781099970.546411,normal
198,1781099970.548913,normal
199,1781099970.551100,normal
200,1781099970.554171,normal
201,1781099970.556389,normal
202,1781099970.558675,normal
203,1781099970.560498,normal
204,1781099970.562356,normal
205,1781099970.564887,normal
206,1781099970.568431,normal
207,1781099970.570155,normal
208,1781099970.571813,normal
209,1781099970.574523,normal
210,1781099970.576624,normal
211,1781099970.579106,normal
212,1781099970.580913,normal
