packet_index,timestamp,label
0,1781099981.294842,normal
1,1781099981.296422,normal
2,1781099981.297890,normal
3,1781099981.299078,normal
4,1781099981.300010,normal
5,1781099981.301099,normal
6,1781099981.302390,normal
7,1781099981.304545,normal
8,1781099981.305566,normal
9,1781099981.307030,normal
10,1781099981.308143,normal
11,1781099981.309171,normal
12,1781099981.310206,http_flood
13,1781099981.311639,normal
14,1781099981.312890,normal
15,1781099981.314079,normal
16,1781099981.315496,normal
17,1781099981.316733,normal
18,1781099981.317842,normal
19,1781099981.318884,normal
20,1781099981.320015,normal
21,1781099981.321795,normal
22,1781099981.322963,normal
23,1781099981.324151,normal
24,1781099981.325245,normal
25,1781099981.326573,http_flood
26,1781099981.327614,normal
27,1781099981.328795,normal
28,1781099981.330042,normal
29,1781099981.331157,normal
30,1781099981.333438,normal
31,1781099981.334647,normal
32,1781099981.335909,normal
33,1781099981.337075,normal
34,1781099981.338389,normal
35,1781099981.339591,normal
36,1781099981.340959,normal
37,1781099981.342084,normal
38,1781099981.343108,normal
39,1781099981.344788,syn_flood
40,1781099981.346273,normal
41,1781099981.347612,udp_reflection
42,1781099981.348611,normal
43,1781099981.349532,normal
44,1781099981.350421,normal
45,1781099981.351825,normal
46,1781099981.353326,normal
47,1781099981.354544,normal
48,1781099981.355610,normal
49,1781099981.356602,syn_flood
50,1781099981.357658,normal
51,1781099981.359312,normal
52,1781099981.360279,normal
53,1781099981.361122,http_flood
54,1781099981.362523,normal
55,1781099981.363808,normal
56,1781099981.365163,normal
57,1781099981.366252,normal
58,1781099981.367985,normal
59,1781099981.369274,normal
60,1781099981.370339,syn_flood
61,1781099981.371813,normal
62,1781099981.372785,normal
63,1781099981.374647,normal
64,1781099981.375702,normal
65,1781099981.376891,normal
66,1781099981.377796,normal
67,1781099981.379104,normal
68,1781099981.380437,normal
69,1781099981.381840,normal
70,1781099981.382954,normal
71,1781099981.384330,normal
72,1781099981.385698,normal
73,1781099981.386832,normal
74,1781099981.388433,normal
75,1781099981.390659,normal
76,1781099981.392301,normal
77,1781099981.394146,normal
78,1781099981.395678,normal
79,1781099981.396927,normal
80,1781099981.397929,normal
81,1781099981.398946,normal
82,1781099981.399732,normal
83,1781099981.400891,udp_reflection
84,1781099981.402518,normal
85,1781099981.403586,normal
86,1781099981.404555,normal
87,1781099981.405888,normal
88,1781099981.407710,normal
89,1781099981.409157,normal
90,1781099981.410419,normal
91,1781099981.411797,normal
92,1781099981.412804,normal
93,1781099981.414084,normal
94,1781099981.415387,normal
95,1781099981.416800,normal
96,1781099981.418334,normal
97,1781099981.420312,normal
98,1781099981.421638,normal
99,1781099981.422663,normal
100,1781099981.424393,normal
101,1781099981.425573,normal
102,1781099981.426483,normal
103,1781099981.428043,normal
104,1781099981.429165,syn_flood
105,1781099981.430236,normal
106,1781099981.431366,udp_reflection
107,1781099981.433022,normal
108,1781099981.434110,normal
109,1781099981.435361,normal
110,1781099981.436397,normal
111,1781099981.437529,normal
112,1781099981.438430,normal
113,1781099981.439826,normal
114,1781099981.440949,normal
115,1781099981.441835,normal
116,1781099981.442827,normal
117,1781099981.444584,syn_flood
