packet_index,timestamp,label
0,1781099990.895742,normal
1,1781099990.896834,normal
2,1781099990.898205,normal
3,1781099990.899879,normal
4,1781099990.901602,normal
5,1781099990.903082,normal
6,1781099990.904420,normal
7,1781099990.906708,normal
8,1781099990.908177,normal
9,1781099990.909723,normal
10,1781099990.911283,normal
11,1781099990.912177,normal
12,1781099990.913796,normal
13,1781099990.914973,normal
14,1781099990.916459,normal
15,1781099990.917997,normal
16,1781099990.919109,normal
17,1781099990.920245,normal
18,1781099990.921768,normal
19,1781099990.923181,normal
20,1781099990.924829,normal
21,1781099990.925795,normal
22,1781099990.927625,normal
23,1781099990.928974,normal
24,1781099990.930393,normal
25,1781099990.931522,normal
26,1781099990.932972,normal
27,1781099990.934242,normal
28,1781099990.936008,normal
29,1781099990.937317,normal
30,1781099990.938785,normal
31,1781099990.939613,normal
32,1781099990.941353,normal
33,1781099990.942965,normal
34,1781099990.944507,normal
35,1781099990.945884,normal
36,1781099990.947053,normal
37,1781099990.948549,normal
38,1781099990.950053,normal
39,1781099990.951572,normal
40,1781099990.953229,normal
41,1781099990.954263,normal
42,1781099990.955778,normal
43,1781099990.957032,normal
44,1781099990.958251,normal
45,1781099990.959502,normal
46,1781099990.960672,normal
47,1781099990.961803,normal
48,1781099990.963724,normal
49,1781099990.965317,normal
50,1781099990.966171,normal
51,1781099990.967545,normal
52,1781099990.969113,normal
53,1781099990.970593,normal
54,1781099990.971901,normal
55,1781099990.973169,normal
56,1781099990.974746,normal
57,1781099990.976010,normal
58,1781099990.977689,normal
59,1781099990.978562,normal
60,1781099990.980014,normal
61,1781099990.981123,normal
62,1781099990.982981,normal
63,1781099990.984219,normal
64,1781099990.985576,normal
65,1781099990.987403,normal
66,1781099990.988468,normal
67,1781099990.989971,normal
68,1781099990.991739,normal
69,1781099990.993802,normal
70,1781099990.995503,normal
71,1781099990.997092,normal
72,1781099990.998406,normal
73,1781099990.999755,normal
74,1781099991.001860,normal
75,1781099991.003112,normal
76,1781099991.004174,normal
77,1781099991.005553,normal
78,1781099991.006609,normal
79,1781099991.007960,normal
80,1781099991.008813,normal
81,1781099991.010072,normal
82,1781099991.011715,normal
83,1781099991.012960,normal
84,1781099991.014200,normal
85,1781099991.015813,normal
86,1781099991.016859,normal
87,1781099991.018532,normal
88,1781099991.019393,normal
89,1781099991.021068,normal
90,1781099991.022697,normal
91,1781099991.023925,normal
92,1781099991.024965,normal
93,1781099991.027111,normal
94,1781099991.028289,normal
95,1781099991.029644,normal
96,1781099991.031057,normal
97,1781099991.032281,normal
98,1781099991.033730,normal
99,1781099991.035120,normal
100,1781099991.036214,normal
101,1781099991.037648,normal
102,1781099991.038652,normal
103,1781099991.039676,normal
104,1781099991.040993,normal
105,1781099991.043039,normal
106,1781099991.044184,normal
107,1781099991.045515,normal
108,1781099991.046945,normal
109,1781099991.048145,normal
110,1781099991.049467,normal
111,1781099991.050765,normal
112,1781099991.052218,normal
113,1781099991.053854,normal
114,1781099991.054894,normal
115,1781099991.056566,normal
116,1781099991.058112,normal
117,1781099991.059586,normal
118,1781099991.060391,normal
119,1781099991.061923,normal
120,1781099991.062671,normal
121,1781099991.064194,normal
122,1781099991.065646,normal
123,1781099991.066942,normal
124,1781099991.068021,normal
125,1781099991.069232,normal
126,1781099991.070481,normal
127,1781099991.071922,normal
128,1781099991.073635,normal
129,1781099991.075093,normal
130,1781099991.076592,normal
131,1781099991.077871,normal
132,1781099991.079044,normal
133,1781099991.080263,normal
134,1781099991.081447,normal
135,1781099991.082259,normal
136,1781099991.083604,normal
137,1781099991.084721,normal
138,1781099991.086015,normal
139,1781099991.088086,normal
140,1781099991.089321,normal
141,1781099991.090526,normal
142,1781099991.092211,normal
143,1781099991.093385,normal
144,1781099991.095013,normal
145,1781099991.096452,normal
146,1781099991.097882,normal
147,1781099991.099010,normal
148,1781099991.100753,normal
149,1781099991.102428,normal
150,1781099991.103647,normal
151,1781099991.104928,normal
152,1781099991.105940,normal
153,1781099991.107059,normal
154,1781099991.108717,normal
155,1781099991.109794,normal
156,1781099991.111305,normal
157,1781099991.112944,normal
158,1781099991.114367,normal
159,1781099991.115649,normal
160,1781099991.116824,normal
161,1781099991.117933,normal
162,1781099991.119317,normal
163,1781099991.120672,normal
164,1781099991.121614,normal
165,1781099991.122567,normal
166,1781099991.123944,normal
167,1781099991.125154,normal
168,1781099991.126179,normal
169,1781099991.127230,normal
170,1781099991.129008,normal
171,1781099991.130115,normal
172,1781099991.131834,normal
173,1781099991.133363,normal
174,1781099991.134671,normal
175,1781099991.136376,normal
176,1781099991.137790,normal
177,1781099991.139476,normal
178,1781099991.141376,normal
179,1781099991.142542,normal
180,1781099991.144031,normal
181,1781099991.145316,normal
182,1781099991.146212,normal
183,1781099991.147186,normal
184,1781099991.148267,normal
185,1781099991.149815,normal
186,1781099991.150942,normal
187,1781099991.151813,normal
188,1781099991.152888,normal
189,1781099991.154371,normal
190,1781099991.156238,normal
191,1781099991.157305,normal
192,1781099991.158175,normal
193,1781099991.160065,normal
194,1781099991.161552,normal
195,1781099991.162844,normal
196,1781099991.164387,normal
197,1781099991.165743,normal
198,1781099991.166792,normal
199,1781099991.168824,normal
200,1781099991.170153,normal
201,1781099991.171395,normal
202,1781099991.172473,normal
203,1781099991.173705,normal
204,1781099991.175174,normal
205,1781099991.176888,normal
206,1781099991.178310,normal
207,1781099991.179415,normal
208,1781099991.180765,normal
209,1781099991.182013,normal
210,1781099991.183218,normal
211,1781099991.185085,normal
212,1781099991.186443,normal
213,1781099991.187993,normal
214,1781099991.189461,normal
215,1781099991.190610,normal
216,1781099991.192355,normal
217,1781099991.193552,normal
218,1781099991.194821,normal
219,1781099991.195753,normal
220,1781099991.197121,normal
221,1781099991.198510,normal
222,1781099991.199516,normal
223,1781099991.200595,normal
224,1781099991.201998,normal
225,1781099991.203468,normal
