packet_index,timestamp,label
0,1781099980.773937,normal
1,1781099980.776179,normal
2,1781099980.777869,normal
3,1781099980.779408,normal
4,1781099980.781746,normal
5,1781099980.783343,normal
6,1781099980.785460,normal
7,1781099980.787218,normal
8,1781099980.789477,normal
9,1781099980.791283,normal
10,1781099980.793463,http_flood
11,1781099980.795909,normal
12,1781099980.798798,normal
13,1781099980.800977,normal
14,1781099980.803071,normal
15,1781099980.804862,normal
16,1781099980.806503,normal
17,1781099980.808720,normal
18,1781099980.810676,normal
19,1781099980.812685,normal
20,1781099980.814877,normal
21,1781099980.816513,normal
22,1781099980.818954,normal
23,1781099980.821298,normal
24,1781099980.822983,normal
25,1781099980.824617,normal
26,1781099980.826312,normal
27,1781099980.827935,normal
28,1781099980.829407,normal
29,1781099980.831753,normal
30,1781099980.833969,normal
31,1781099980.836476,normal
32,1781099980.839166,normal
33,1781099980.840683,normal
34,1781099980.842969,normal
35,1781099980.844774,normal
36,1781099980.846421,normal
37,1781099980.847937,normal
38,1781099980.849702,normal
39,1781099980.852319,normal
40,1781099980.853965,normal
41,1781099980.855760,normal
42,1781099980.857180,normal
43,1781099980.858968,normal
44,1781099980.860964,normal
45,1781099980.862242,normal
46,1781099980.864474,normal
47,1781099980.866954,normal
48,1781099980.869243,normal
49,1781099980.870999,normal
50,1781099980.872762,normal
51,1781099980.875118,normal
52,1781099980.877078,normal
53,1781099980.879049,normal
54,1781099980.881113,normal
55,1781099980.883238,normal
56,1781099980.884974,normal
57,1781099980.888358,udp_reflection
58,1781099980.890389,normal
59,1781099980.892072,http_flood
60,1781099980.894040,normal
61,1781099980.896616,normal
62,1781099980.897975,normal
63,1781099980.899423,normal
64,1781099980.900820,normal
65,1781099980.902531,normal
66,1781099980.904147,normal
67,1781099980.907437,normal
68,1781099980.909533,normal
69,1781099980.911433,normal
70,1781099980.914094,http_flood
71,1781099980.917279,normal
72,1781099980.919369,normal
73,1781099980.921553,normal
74,1781099980.923137,normal
75,1781099980.924998,normal
76,1781099980.927092,normal
77,1781099980.929098,http_flood
78,1781099980.931596,normal
79,1781099980.933772,normal
80,1781099980.936634,normal
81,1781099980.938492,normal
82,1781099980.940187,normal
83,1781099980.942467,normal
84,1781099980.943959,normal
85,1781099980.945785,normal
86,1781099980.948447,normal
87,1781099980.949948,normal
88,1781099980.953040,normal
89,1781099980.954897,normal
90,1781099980.956583,normal
91,1781099980.958507,normal
92,1781099980.960658,normal
93,1781099980.961867,normal
94,1781099980.963831,normal
95,1781099980.965801,normal
96,1781099980.968246,normal
97,1781099980.969799,normal
98,1781099980.971167,normal
99,1781099980.972615,normal
100,1781099980.974888,normal
101,1781099980.977206,normal
102,1781099980.979225,normal
103,1781099980.981445,normal
104,1781099980.983043,normal
105,1781099980.984822,normal
106,1781099980.986163,normal
107,1781099980.987639,normal
108,1781099980.989141,normal
109,1781099980.990618,normal
110,1781099980.992797,normal
111,1781099980.994424,normal
112,1781099980.995930,normal
113,1781099980.998509,normal
114,1781099981.000046,normal
115,1781099981.001837,normal
116,1781099981.003826,normal
117,1781099981.005582,syn_flood
118,1781099981.008331,normal
119,1781099981.010339,normal
120,1781099981.011836,normal
121,1781099981.014244,normal
122,1781099981.015286,normal
123,1781099981.016768,normal
124,1781099981.018043,normal
125,1781099981.019913,normal
126,1781099981.022121,normal
127,1781099981.023879,normal
128,1781099981.025313,normal
129,1781099981.026617,normal
130,1781099981.029720,normal
