packet_index,timestamp,label
0,1779351650.056737,normal
1,1779351650.057703,normal
2,1779351650.058574,normal
3,1779351650.059714,normal
4,1779351650.060680,normal
5,1779351650.061650,normal
6,1779351650.062645,normal
7,1779351650.063611,syn_flood
8,1779351650.064692,normal
9,1779351650.065664,normal
10,1779351650.066684,normal
11,1779351650.067675,normal
12,1779351650.068586,normal
13,1779351650.069606,normal
14,1779351650.070626,normal
15,1779351650.071730,normal
16,1779351650.072711,normal
17,1779351650.073734,normal
18,1779351650.074612,normal
19,1779351650.075642,normal
20,1779351650.076612,normal
21,1779351650.077720,normal
22,1779351650.078744,syn_flood
23,1779351650.079654,normal
24,1779351650.080611,normal
25,1779351650.081736,normal
26,1779351650.082634,normal
27,1779351650.083761,normal
28,1779351650.084578,normal
29,1779351650.085644,normal
30,1779351650.086575,normal
31,1779351650.087747,normal
32,1779351650.088728,normal
33,1779351650.089650,normal
34,1779351650.090751,normal
35,1779351650.091720,normal
36,1779351650.092744,normal
37,1779351650.093648,normal
38,1779351650.094708,normal
39,1779351650.095646,normal
40,1779351650.096653,normal
41,1779351650.097591,normal
42,1779351650.098640,normal
43,1779351650.099578,normal
44,1779351650.100663,normal
45,1779351650.101694,normal
46,1779351650.102636,normal
47,1779351650.103623,normal
48,1779351650.104650,udp_reflection
49,1779351650.105674,normal
50,1779351650.106708,normal
51,1779351650.107650,normal
52,1779351650.108737,normal
53,1779351650.109725,normal
54,1779351650.110762,normal
55,1779351650.111639,normal
56,1779351650.112623,normal
57,1779351650.113636,normal
58,1779351650.114717,normal
59,1779351650.115661,normal
60,1779351650.116659,normal
61,1779351650.117663,normal
62,1779351650.118590,normal
63,1779351650.119756,normal
64,1779351650.120626,normal
65,1779351650.121624,normal
66,1779351650.122577,normal
67,1779351650.123672,normal
68,1779351650.124719,normal
69,1779351650.125640,normal
70,1779351650.126716,normal
71,1779351650.127756,normal
72,1779351650.128599,normal
73,1779351650.129677,normal
74,1779351650.130645,normal
75,1779351650.131590,normal
76,1779351650.132686,normal
77,1779351650.133705,normal
78,1779351650.134586,normal
79,1779351650.135666,normal
80,1779351650.136747,normal
81,1779351650.137755,normal
82,1779351650.138668,normal
83,1779351650.139705,normal
84,1779351650.140720,normal
85,1779351650.141707,normal
86,1779351650.142668,udp_reflection
87,1779351650.143593,normal
88,1779351650.144613,normal
89,1779351650.145599,normal
90,1779351650.146749,normal
91,1779351650.147732,normal
92,1779351650.148577,normal
93,1779351650.149680,normal
94,1779351650.150764,normal
95,1779351650.151657,normal
96,1779351650.152763,normal
97,1779351650.153761,normal
98,1779351650.154659,normal
99,1779351650.155572,normal
100,1779351650.156739,normal
101,1779351650.157683,normal
102,1779351650.158585,normal
103,1779351650.159660,normal
104,1779351650.160712,normal
105,1779351650.161636,normal
106,1779351650.162745,normal
107,1779351650.163667,normal
108,1779351650.164701,normal
